Time,ID,Latitude,Longitude,Wind Angle,Pressure,Humidity,Temperature
2025-02-12 11:24:59,4,37.863239,-122.31332,147.0,1013.57,34.32,18.4
2025-02-12 11:25:02,4,37.863235,-122.31328,240.0,1013.52,34.66,18.51
2025-02-12 11:25:05,4,37.863235,-122.31332,304.0,1013.5,34.21,18.46
2025-02-12 11:25:08,4,37.863232,-122.31332,333.0,1013.51,34.12,18.32
2025-02-12 11:25:11,4,37.863224,-122.31332,337.0,1013.49,34.41,18.5
2025-02-12 11:25:14,4,37.863239,-122.31335,352.0,1013.47,34.26,18.51
2025-02-12 11:25:17,4,37.863255,-122.31336,236.0,1013.48,33.75,18.61
2025-02-12 11:25:20,4,37.863262,-122.31337,307.0,1013.47,33.48,18.44
2025-02-12 11:25:23,4,37.863266,-122.31338,296.0,1013.51,33.84,18.36
2025-02-12 11:25:26,4,37.863281,-122.31339,266.0,1013.47,33.81,18.57
2025-02-12 11:25:29,4,37.86327,-122.31339,266.0,1013.48,33.58,18.48
2025-02-12 11:25:32,4,37.863255,-122.31338,268.0,1013.5,33.67,18.31
2025-02-12 11:25:35,4,37.86327,-122.31335,291.0,1013.49,33.85,18.22
2025-02-12 11:25:38,4,37.863262,-122.31333,300.0,1013.47,33.99,18.42
2025-02-12 11:25:41,4,37.863258,-122.31332,234.0,1013.42,33.5,18.46
2025-02-12 11:25:44,4,37.863239,-122.3133,279.0,1013.43,33.47,18.42
2025-02-12 11:25:48,4,37.863235,-122.31326,318.0,1013.42,33.52,18.42
2025-02-12 11:25:51,4,37.863235,-122.31322,311.0,1013.46,33.74,18.07
2025-02-12 11:25:54,4,37.863228,-122.31321,297.0,1013.45,34.03,18.03
2025-02-12 11:25:57,4,37.863213,-122.3132,293.0,1013.5,34.09,17.75
2025-02-12 11:26:00,4,37.863197,-122.31319,295.0,1013.49,34.07,17.53
2025-02-12 11:26:03,4,37.863182,-122.31317,299.0,1013.47,34.37,17.3
2025-02-12 11:26:06,4,37.863163,-122.31316,290.0,1013.52,34.6,17.49
2025-02-12 11:26:09,4,37.863132,-122.31316,286.0,1013.48,34.83,17.39
2025-02-12 11:26:12,4,37.863117,-122.31319,324.0,1013.56,35.55,17.24
2025-02-12 11:26:15,4,37.863094,-122.31319,300.0,1013.49,35.04,17.13
2025-02-12 11:26:18,4,37.863041,-122.31322,317.0,1013.48,35.49,16.99
2025-02-12 11:26:21,4,37.863007,-122.31322,264.0,1013.49,35.88,16.73
2025-02-12 11:26:24,4,37.862965,-122.31322,303.0,1013.59,35.75,16.49
2025-02-12 11:26:27,4,37.862934,-122.3132,347.0,1013.49,35.82,16.4
2025-02-12 11:26:30,4,37.862911,-122.3132,299.0,1013.61,36.31,16.7
2025-02-12 11:26:33,4,37.862907,-122.31321,312.0,1013.62,36.4,16.93
2025-02-12 11:26:36,4,37.862888,-122.31321,319.0,1013.64,36.67,17.04
2025-02-12 11:26:39,4,37.862862,-122.31322,315.0,1013.57,36.77,17.15
2025-02-12 11:26:42,4,37.862854,-122.31322,316.0,1013.6,36.97,17.23
2025-02-12 11:26:45,4,37.862869,-122.31321,301.0,1013.61,36.62,17.31
2025-02-12 11:26:49,4,37.862869,-122.3132,296.0,1013.58,36.46,17.35
2025-02-12 11:26:52,4,37.862843,-122.31321,306.0,1013.6,36.25,17.37
2025-02-12 11:26:55,4,37.86285,-122.3132,306.0,1013.62,35.94,17.47
2025-02-12 11:26:58,4,37.862843,-122.31319,306.0,1013.6,35.65,17.51
2025-02-12 11:27:01,4,37.862846,-122.31322,308.0,1013.65,35.46,17.58
2025-02-12 11:27:04,4,37.862854,-122.31322,313.0,1013.62,35.47,17.58
2025-02-12 11:27:07,4,37.862854,-122.31322,314.0,1013.6,35.89,17.64
2025-02-12 11:27:10,4,37.862854,-122.31323,313.0,1013.66,35.84,17.67
2025-02-12 11:27:13,4,37.862854,-122.31324,312.0,1013.62,35.24,17.71
2025-02-12 11:27:16,4,37.862858,-122.31324,312.0,1013.64,35.11,17.74
2025-02-12 11:27:19,4,37.862854,-122.31324,311.0,1013.63,35.24,17.78
2025-02-12 11:27:22,4,37.862854,-122.31325,311.0,1013.65,35.62,17.82
2025-02-12 11:27:25,4,37.862846,-122.31325,311.0,1013.64,34.61,17.86
2025-02-12 11:27:28,4,37.862846,-122.31325,310.0,1013.61,34.25,17.92
2025-02-12 11:27:31,4,37.862846,-122.31326,308.0,1013.62,33.89,17.96
2025-02-12 11:27:34,4,37.862846,-122.31326,306.0,1013.61,34.0,18.0
2025-02-12 11:27:37,4,37.862846,-122.31326,306.0,1013.6,33.86,18.05
2025-02-12 11:27:40,4,37.862843,-122.31326,299.0,1013.62,34.01,18.07
2025-02-12 11:27:43,4,37.862839,-122.31326,301.0,1013.61,33.57,18.12
2025-02-12 11:27:47,4,37.862835,-122.31326,300.0,1013.65,33.29,18.12
2025-02-12 11:27:50,4,37.862835,-122.31326,295.0,1013.63,33.36,18.13
2025-02-12 11:27:53,4,37.862831,-122.31326,288.0,1013.6,33.71,18.14
2025-02-12 11:27:56,4,37.862827,-122.31326,356.0,1013.64,34.06,18.05
2025-02-12 11:27:59,4,37.862839,-122.31326,313.0,1013.75,34.73,18.13
2025-02-12 11:28:02,4,37.862839,-122.31326,267.0,1013.79,35.33,18.1
2025-02-12 11:28:05,4,37.862831,-122.31328,292.0,1013.78,36.19,18.12
2025-02-12 11:28:08,4,37.862823,-122.31329,330.0,1013.76,36.85,18.12
2025-02-12 11:28:11,4,37.862835,-122.31329,293.0,1013.76,37.0,18.17
2025-02-12 11:28:14,4,37.862835,-122.31329,287.0,1013.75,35.85,18.2
2025-02-12 11:28:17,4,37.862846,-122.31329,292.0,1013.73,34.96,18.19
2025-02-12 11:28:20,4,37.862854,-122.31325,300.0,1013.76,34.32,18.17
2025-02-12 11:28:23,4,37.862858,-122.31322,302.0,1013.77,34.77,18.14
2025-02-12 11:28:26,4,37.862862,-122.31323,293.0,1013.78,35.36,18.05
2025-02-12 11:28:29,4,37.862865,-122.31323,298.0,1013.78,34.97,17.99
2025-02-12 11:28:32,4,37.862865,-122.31323,286.0,1013.79,34.84,18.0
2025-02-12 11:28:35,4,37.862881,-122.31323,286.0,1013.77,35.73,18.02
2025-02-12 11:28:38,4,37.862896,-122.31334,256.0,1013.78,36.57,17.99
2025-02-12 11:28:41,4,37.862892,-122.31331,240.0,1013.78,36.93,17.92
2025-02-12 11:28:45,4,37.862885,-122.31329,301.0,1013.83,37.76,17.86
2025-02-12 11:28:48,4,37.862885,-122.31327,299.0,1013.82,38.2,17.22
2025-02-12 11:28:51,4,37.862873,-122.31322,249.0,1013.81,38.37,17.04
2025-02-12 11:28:54,4,37.862869,-122.3132,310.0,1013.8,38.9,17.08
2025-02-12 11:28:57,4,37.862862,-122.31318,253.0,1013.81,38.29,16.64
2025-02-12 11:29:00,4,37.862865,-122.31318,328.0,1013.81,39.06,16.59
2025-02-12 11:29:03,4,37.862862,-122.31316,330.0,1013.87,40.64,16.56
2025-02-12 11:29:06,4,37.862858,-122.31316,282.0,1013.78,41.29,16.21
2025-02-12 11:29:09,4,37.862858,-122.31317,303.0,1013.8,41.14,15.91
2025-02-12 11:29:12,4,37.862854,-122.31319,311.0,1013.75,40.27,15.75
2025-02-12 11:29:15,4,37.862839,-122.31319,321.0,1013.75,40.45,15.65
2025-02-12 11:29:18,4,37.862835,-122.3132,319.0,1013.72,41.28,15.49
2025-02-12 11:29:21,4,37.862812,-122.31319,348.0,1013.76,41.83,15.35
2025-02-12 11:29:24,4,37.862804,-122.3132,297.0,1013.77,42.48,15.34
2025-02-12 11:29:27,4,37.862804,-122.31321,325.0,1013.71,43.82,15.25
2025-02-12 11:29:30,4,37.862835,-122.31321,304.0,1013.76,42.96,15.14
2025-02-12 11:29:33,4,37.862858,-122.3132,28.0,1013.81,43.43,15.11
2025-02-12 11:29:36,4,37.862892,-122.31319,287.0,1013.76,43.58,14.9
2025-02-12 11:29:39,4,37.862885,-122.31318,348.0,1013.8,43.59,15.01
2025-02-12 11:29:43,4,37.862869,-122.31318,278.0,1013.64,44.0,14.68
2025-02-12 11:29:46,4,37.862862,-122.31317,332.0,1013.77,43.99,14.59
2025-02-12 11:29:49,4,37.862831,-122.31317,282.0,1013.69,44.0,14.73
2025-02-12 11:29:52,4,37.862812,-122.31318,308.0,1013.76,43.81,14.78
2025-02-12 11:29:55,4,37.862816,-122.31318,17.0,1013.8,43.32,14.76
2025-02-12 11:29:58,4,37.862831,-122.31319,295.0,1013.78,41.93,14.53
2025-02-12 11:30:01,4,37.862835,-122.31318,342.0,1013.82,41.99,14.68
2025-02-12 11:30:04,4,37.862839,-122.31317,311.0,1013.78,41.53,14.47
2025-02-12 11:30:07,4,37.862843,-122.31316,330.0,1013.8,42.1,14.55
2025-02-12 11:30:10,4,37.862823,-122.31316,328.0,1013.8,43.57,14.54
2025-02-12 11:30:13,4,37.862827,-122.31316,358.0,1013.84,44.47,14.45
2025-02-12 11:30:16,4,37.862831,-122.31316,343.0,1013.77,43.52,14.36
2025-02-12 11:30:19,4,37.862827,-122.31317,343.0,1013.72,42.32,14.33
2025-02-12 11:30:22,4,37.862827,-122.31316,299.0,1013.85,41.81,14.3
2025-02-12 11:30:25,4,37.86285,-122.31314,327.0,1013.79,41.95,14.26
2025-02-12 11:30:28,4,37.862835,-122.31313,319.0,1013.8,42.71,14.09
2025-02-12 11:30:31,4,37.86282,-122.31312,330.0,1013.78,42.57,14.24
2025-02-12 11:30:34,4,37.862797,-122.31312,333.0,1013.81,42.98,14.28
2025-02-12 11:30:38,4,37.862782,-122.31313,341.0,1013.8,42.53,14.38
2025-02-12 11:30:41,4,37.862782,-122.31314,358.0,1013.74,42.89,14.48
2025-02-12 11:30:44,4,37.862785,-122.31312,354.0,1013.75,42.12,14.49
2025-02-12 11:30:47,4,37.86277,-122.3131,315.0,1013.79,43.31,14.38
2025-02-12 11:30:50,4,37.862762,-122.31309,264.0,1013.81,43.24,14.2
2025-02-12 11:30:53,4,37.862778,-122.31306,300.0,1013.78,44.42,14.04
2025-02-12 11:30:56,4,37.862797,-122.31305,292.0,1013.8,44.22,14.23
2025-02-12 11:30:59,4,37.862789,-122.31305,302.0,1013.78,43.72,14.19
2025-02-12 11:31:02,4,37.862782,-122.31303,285.0,1013.81,44.28,14.08
2025-02-12 11:31:05,4,37.862759,-122.31303,314.0,1013.78,44.83,14.07
2025-02-12 11:31:08,4,37.862732,-122.31301,326.0,1013.81,44.84,14.18
2025-02-12 11:31:11,4,37.862717,-122.31301,300.0,1013.82,45.24,14.12
2025-02-12 11:31:14,4,37.862679,-122.313,287.0,1013.73,45.63,14.04
2025-02-12 11:31:17,4,37.862671,-122.31299,315.0,1013.73,45.94,14.16
2025-02-12 11:31:20,4,37.862648,-122.31298,336.0,1013.79,45.03,14.19
2025-02-12 11:31:23,4,37.862633,-122.31298,309.0,1013.79,45.74,14.29
2025-02-12 11:31:26,4,37.862633,-122.31299,30.0,1013.78,44.94,14.27
2025-02-12 11:31:29,4,37.862602,-122.31299,338.0,1013.79,44.4,14.19
2025-02-12 11:31:32,4,37.862602,-122.31299,317.0,1013.73,43.83,13.99
2025-02-12 11:31:35,4,37.862602,-122.31297,303.0,1013.79,43.61,14.03
2025-02-12 11:31:39,4,37.862602,-122.31296,314.0,1013.78,43.98,13.89
2025-02-12 11:31:42,4,37.862591,-122.31296,293.0,1013.78,44.92,13.89
2025-02-12 11:31:45,4,37.862591,-122.31296,281.0,1013.75,45.71,13.93
2025-02-12 11:31:48,4,37.862583,-122.31295,272.0,1013.79,46.88,13.86
2025-02-12 11:31:51,4,37.862591,-122.31293,289.0,1013.74,46.35,13.88
2025-02-12 11:31:54,4,37.862591,-122.31293,276.0,1013.81,44.91,13.94
2025-02-12 11:31:57,4,37.862602,-122.31292,292.0,1013.77,44.23,13.84
2025-02-12 11:32:00,4,37.862598,-122.31291,296.0,1013.69,44.48,13.8
2025-02-12 11:32:04,4,37.862602,-122.31291,289.0,1013.73,44.38,13.76
2025-02-12 11:32:06,4,37.862617,-122.3129,249.0,1013.72,44.93,13.88
2025-02-12 11:32:09,4,37.862644,-122.3129,269.0,1013.79,44.73,13.94
2025-02-12 11:32:12,4,37.862648,-122.31291,260.0,1013.81,44.81,13.81
2025-02-12 11:32:15,4,37.862667,-122.31293,273.0,1013.76,44.23,13.77
2025-02-12 11:32:18,4,37.862686,-122.3129,286.0,1013.75,45.28,13.75
2025-02-12 11:32:21,4,37.862698,-122.31288,275.0,1013.76,45.95,13.66
2025-02-12 11:32:24,4,37.862709,-122.31287,275.0,1013.74,46.27,13.69
2025-02-12 11:32:27,4,37.862709,-122.31286,231.0,1013.77,46.25,13.78
2025-02-12 11:32:30,4,37.862694,-122.31286,162.0,1013.76,47.45,13.83
2025-02-12 11:32:33,4,37.862686,-122.31284,241.0,1013.79,47.47,13.85
2025-02-12 11:32:37,4,37.862686,-122.31284,275.0,1013.74,47.57,13.91
2025-02-12 11:32:40,4,37.862663,-122.31287,239.0,1013.78,48.92,13.9
2025-02-12 11:32:43,4,37.862667,-122.31285,285.0,1013.77,48.93,13.99
2025-02-12 11:32:46,4,37.862679,-122.31287,181.0,1013.78,48.19,14.05
2025-02-12 11:32:49,4,37.862682,-122.3129,204.0,1013.76,47.38,14.02
2025-02-12 11:32:52,4,37.862663,-122.31292,241.0,1013.78,47.78,14.07
2025-02-12 11:32:55,4,37.862656,-122.31289,212.0,1013.79,48.01,14.1
2025-02-12 11:32:58,4,37.862656,-122.31288,312.0,1013.76,47.77,14.13
2025-02-12 11:33:01,4,37.86264,-122.31288,201.0,1013.77,48.25,14.14
2025-02-12 11:33:04,4,37.862629,-122.31287,218.0,1013.76,47.45,14.15
2025-02-12 11:33:07,4,37.862617,-122.31285,224.0,1013.76,46.78,14.19
2025-02-12 11:33:10,4,37.862617,-122.31287,245.0,1013.78,47.09,14.26
2025-02-12 11:33:13,4,37.862614,-122.31287,259.0,1013.77,46.86,14.3
2025-02-12 11:33:16,4,37.862621,-122.31287,301.0,1013.76,45.51,14.11
2025-02-12 11:33:19,4,37.862625,-122.31288,304.0,1013.78,45.23,14.12
2025-02-12 11:33:22,4,37.862629,-122.31288,292.0,1013.74,45.83,14.11
2025-02-12 11:33:26,4,37.862621,-122.31287,290.0,1013.77,45.68,13.94
2025-02-12 11:33:28,4,37.862625,-122.31287,269.0,1013.69,46.18,13.95
2025-02-12 11:33:31,4,37.862625,-122.31287,305.0,1013.71,46.01,13.94
2025-02-12 11:33:35,4,37.862625,-122.31287,334.0,1013.74,46.12,14.01
2025-02-12 11:33:38,4,37.862629,-122.31287,268.0,1013.8,46.63,14.08
2025-02-12 11:33:41,4,37.862637,-122.3129,259.0,1013.77,46.86,14.15
2025-02-12 11:33:44,4,37.862633,-122.31291,246.0,1013.75,47.29,14.19
2025-02-12 11:33:47,4,37.862656,-122.31291,294.0,1013.77,47.7,14.25
2025-02-12 11:33:50,4,37.862644,-122.3129,282.0,1013.79,48.25,14.32
2025-02-12 11:33:53,4,37.862667,-122.31292,302.0,1013.76,48.08,14.37
2025-02-12 11:33:56,4,37.862682,-122.31293,304.0,1013.71,46.26,14.32
2025-02-12 11:33:59,4,37.862705,-122.31296,311.0,1013.77,45.99,14.11
2025-02-12 11:34:02,4,37.862709,-122.31297,328.0,1013.78,46.01,14.04
2025-02-12 11:34:05,4,37.862701,-122.31297,278.0,1013.71,46.95,14.18
2025-02-12 11:34:08,4,37.862698,-122.31298,294.0,1013.76,47.35,14.18
2025-02-12 11:34:11,4,37.86269,-122.31301,306.0,1013.76,47.71,14.03
2025-02-12 11:34:14,4,37.862675,-122.31301,323.0,1013.76,47.67,13.84
2025-02-12 11:34:17,4,37.862659,-122.31301,321.0,1013.75,47.3,13.8
2025-02-12 11:34:21,4,37.862644,-122.31299,323.0,1013.76,47.65,13.74
2025-02-12 11:34:24,4,37.862633,-122.313,323.0,1013.78,47.64,13.67
2025-02-12 11:34:27,4,37.862614,-122.31301,321.0,1013.75,48.21,13.66
2025-02-12 11:34:30,4,37.862606,-122.31303,319.0,1013.74,47.09,13.52
2025-02-12 11:34:33,4,37.862595,-122.31303,316.0,1013.75,45.75,13.49
2025-02-12 11:34:36,4,37.862598,-122.31303,316.0,1013.72,45.43,13.6
2025-02-12 11:34:39,4,37.862595,-122.31305,319.0,1013.74,45.55,13.74
2025-02-12 11:34:42,4,37.862591,-122.31305,306.0,1013.8,46.17,13.85
2025-02-12 11:34:45,4,37.862621,-122.31308,352.0,1013.78,46.85,13.91
2025-02-12 11:34:48,4,37.862617,-122.31308,335.0,1013.75,47.26,13.95
2025-02-12 11:34:51,4,37.86264,-122.31307,249.0,1013.79,47.36,13.9
2025-02-12 11:34:54,4,37.86264,-122.31307,256.0,1013.77,45.86,13.83
2025-02-12 11:34:57,4,37.862652,-122.31308,280.0,1013.84,44.95,13.79
2025-02-12 11:35:00,4,37.86264,-122.31309,261.0,1013.78,44.59,13.76
2025-02-12 11:35:03,4,37.862629,-122.3131,231.0,1013.74,44.92,13.69
2025-02-12 11:35:06,4,37.862633,-122.3131,227.0,1013.79,45.9,13.77
2025-02-12 11:35:09,4,37.86264,-122.3131,324.0,1013.82,45.53,13.57
2025-02-12 11:35:12,4,37.862625,-122.31309,306.0,1013.77,46.47,13.53
2025-02-12 11:35:16,4,37.862606,-122.31309,305.0,1013.8,47.02,13.5
2025-02-12 11:35:19,4,37.86261,-122.31309,317.0,1013.77,47.28,13.45
2025-02-12 11:35:22,4,37.862591,-122.31309,326.0,1013.78,47.71,13.46
2025-02-12 11:35:25,4,37.862579,-122.3131,285.0,1013.76,46.34,13.54
2025-02-12 11:35:28,4,37.862579,-122.3131,285.0,1013.78,45.55,13.46
2025-02-12 11:35:31,4,37.862564,-122.31309,289.0,1013.78,45.45,13.47
2025-02-12 11:35:34,4,37.86256,-122.31309,305.0,1013.8,44.7,13.44
2025-02-12 11:35:37,4,37.862556,-122.31309,299.0,1013.78,44.78,13.54
2025-02-12 11:35:40,4,37.862541,-122.31309,272.0,1013.79,45.27,13.5
2025-02-12 11:35:43,4,37.862526,-122.31309,290.0,1013.78,45.64,13.54
2025-02-12 11:35:46,4,37.862541,-122.31309,295.0,1013.77,45.69,13.54
2025-02-12 11:35:49,4,37.862556,-122.31308,304.0,1013.81,45.86,13.58
2025-02-12 11:35:52,4,37.862549,-122.31309,295.0,1013.77,45.92,13.66
2025-02-12 11:35:55,4,37.862549,-122.31309,276.0,1013.79,46.27,13.67
2025-02-12 11:35:58,4,37.862534,-122.31308,316.0,1013.78,45.93,13.67
2025-02-12 11:36:01,4,37.86253,-122.31308,311.0,1013.82,45.83,13.65
2025-02-12 11:36:04,4,37.86253,-122.31308,306.0,1013.77,45.33,13.64
2025-02-12 11:36:07,4,37.86253,-122.31307,316.0,1013.83,44.53,13.66
2025-02-12 11:36:10,4,37.862541,-122.31309,320.0,1013.79,45.6,13.68
2025-02-12 11:36:13,4,37.862545,-122.31309,319.0,1013.78,46.28,13.67
2025-02-12 11:36:16,4,37.862537,-122.31309,326.0,1013.81,45.08,13.76
2025-02-12 11:36:20,4,37.862526,-122.31308,323.0,1013.82,44.55,13.82
2025-02-12 11:36:23,4,37.862534,-122.31307,314.0,1013.78,44.7,13.81
2025-02-12 11:36:26,4,37.862526,-122.31308,303.0,1013.75,44.19,13.8
2025-02-12 11:36:29,4,37.862526,-122.31308,317.0,1013.79,44.19,13.79
2025-02-12 11:36:32,4,37.862526,-122.31308,323.0,1013.77,43.93,13.72
2025-02-12 11:36:35,4,37.86253,-122.3131,318.0,1013.78,44.4,13.74
2025-02-12 11:36:38,4,37.862534,-122.3131,322.0,1013.73,44.38,13.66
2025-02-12 11:36:41,4,37.862514,-122.3131,331.0,1013.79,44.97,13.6
2025-02-12 11:36:44,4,37.862518,-122.3131,321.0,1013.77,44.98,13.59
2025-02-12 11:36:47,4,37.862518,-122.3131,326.0,1013.78,44.98,13.65
2025-02-12 11:36:50,4,37.862522,-122.3131,304.0,1013.77,44.79,13.68
2025-02-12 11:36:53,4,37.86253,-122.31311,300.0,1013.75,44.64,13.75
2025-02-12 11:36:56,4,37.862541,-122.31312,293.0,1013.77,44.21,13.74
2025-02-12 11:36:59,4,37.862541,-122.31313,307.0,1013.79,44.01,13.73
2025-02-12 11:37:02,4,37.862537,-122.31312,306.0,1013.77,43.46,13.82
2025-02-12 11:37:05,4,37.862541,-122.31313,307.0,1013.77,43.94,13.76
2025-02-12 11:37:08,4,37.862556,-122.31313,314.0,1013.76,44.54,13.88
2025-02-12 11:37:11,4,37.862553,-122.31312,302.0,1013.8,45.14,13.97
2025-02-12 11:37:14,4,37.862549,-122.31314,293.0,1013.8,45.41,13.98
2025-02-12 11:37:17,4,37.862553,-122.31313,289.0,1013.78,45.68,13.93
2025-02-12 11:37:21,4,37.862553,-122.31314,306.0,1013.78,45.34,13.77
2025-02-12 11:37:24,4,37.862545,-122.31313,329.0,1013.75,45.15,13.72
2025-02-12 11:37:27,4,37.862526,-122.3131,248.0,1013.7,47.02,13.64
2025-02-12 11:37:30,4,37.862511,-122.3131,288.0,1013.78,46.46,13.61
2025-02-12 11:37:33,4,37.862507,-122.3131,314.0,1013.77,46.49,13.62
2025-02-12 11:37:36,4,37.862507,-122.3131,325.0,1013.75,47.24,13.5
2025-02-12 11:37:39,4,37.862514,-122.3131,270.0,1013.7,47.69,13.52
2025-02-12 11:37:42,4,37.862526,-122.3131,252.0,1013.76,46.66,13.47
2025-02-12 11:37:45,4,37.862534,-122.3131,282.0,1013.75,47.62,13.42
2025-02-12 11:37:48,4,37.862541,-122.3131,285.0,1013.77,47.56,13.35
2025-02-12 11:37:51,4,37.862545,-122.3131,307.0,1013.74,48.29,13.34
2025-02-12 11:37:54,4,37.862553,-122.31312,308.0,1013.72,48.87,13.22
2025-02-12 11:37:57,4,37.862553,-122.31312,299.0,1013.73,47.18,13.15
2025-02-12 11:38:00,4,37.86256,-122.31312,314.0,1013.73,46.15,13.12
2025-02-12 11:38:03,4,37.86256,-122.31313,292.0,1013.76,46.08,13.1
2025-02-12 11:38:06,4,37.862572,-122.31316,310.0,1013.74,46.31,13.19
2025-02-12 11:38:09,4,37.862572,-122.31316,303.0,1013.75,46.24,13.27
2025-02-12 11:38:12,4,37.862583,-122.31316,299.0,1013.73,46.23,13.33
2025-02-12 11:38:15,4,37.862591,-122.31316,304.0,1013.78,45.95,13.37
2025-02-12 11:38:19,4,37.862602,-122.31316,296.0,1013.73,45.66,13.45
2025-02-12 11:38:22,4,37.862633,-122.31316,273.0,1013.78,46.44,13.52
2025-02-12 11:38:25,4,37.86264,-122.31316,250.0,1013.74,47.41,13.55
2025-02-12 11:38:28,4,37.862644,-122.31317,246.0,1013.76,47.41,13.63
2025-02-12 11:38:31,4,37.86264,-122.31318,224.0,1013.76,47.11,13.68
2025-02-12 11:38:34,4,37.862637,-122.31319,286.0,1013.75,47.45,13.67
2025-02-12 11:38:37,4,37.862633,-122.3132,202.0,1013.74,47.15,13.73
2025-02-12 11:38:40,4,37.862617,-122.31321,274.0,1013.78,45.95,13.57
2025-02-12 11:38:43,4,37.862621,-122.31322,251.0,1013.69,45.47,13.52
2025-02-12 11:38:46,4,37.862614,-122.31322,288.0,1013.72,44.84,13.67
2025-02-12 11:38:49,4,37.86261,-122.31323,329.0,1013.7,44.65,13.57
2025-02-12 11:38:52,4,37.86261,-122.31324,284.0,1013.71,45.2,13.49
2025-02-12 11:38:55,4,37.862591,-122.31323,310.0,1013.75,44.72,13.42
2025-02-12 11:38:58,4,37.862583,-122.31322,299.0,1013.7,45.07,13.36
2025-02-12 11:39:01,4,37.862583,-122.31322,354.0,1013.74,45.9,13.46
2025-02-12 11:39:04,4,37.862576,-122.31321,278.0,1013.78,46.67,13.55
2025-02-12 11:39:07,4,37.862595,-122.31323,246.0,1013.7,48.17,13.55
2025-02-12 11:39:10,4,37.862598,-122.31325,259.0,1013.75,48.97,13.59
2025-02-12 11:39:13,4,37.862591,-122.31325,230.0,1013.75,47.37,13.52
2025-02-12 11:39:17,4,37.862583,-122.31323,220.0,1013.76,47.21,13.53
2025-02-12 11:39:20,4,37.862568,-122.31323,328.0,1013.75,46.72,13.54
2025-02-12 11:39:23,4,37.862549,-122.31322,286.0,1013.75,45.86,13.51
2025-02-12 11:39:26,4,37.862553,-122.31322,264.0,1013.76,45.98,13.32
2025-02-12 11:39:29,4,37.862553,-122.31323,293.0,1013.76,45.79,13.27
2025-02-12 11:39:32,4,37.862553,-122.31323,255.0,1013.79,46.64,13.14
2025-02-12 11:39:35,4,37.862556,-122.31323,297.0,1013.71,47.12,13.18
2025-02-12 11:39:38,4,37.862568,-122.31323,265.0,1013.78,47.4,12.97
