Time,ID,Latitude,Longitude,Wind Angle,Pressure,Humidity,Temperature
2025-02-11 12:17:41,0,0.0,0.0,63.0,0.0,0.0,0.0
2025-02-11 12:17:41,5,0.0,0.0,360.0,1019.65,31.43,20.19
2025-02-11 12:17:43,0,0.0,0.0,40.0,0.0,0.0,0.0
2025-02-11 12:17:44,5,37.862926,-122.31305,1.0,1019.67,31.5,20.22
2025-02-11 12:17:46,0,0.0,0.0,40.0,0.0,0.0,0.0
2025-02-11 12:17:47,5,37.86293,-122.31305,352.0,1019.67,31.54,20.23
2025-02-11 12:17:49,0,0.0,0.0,51.0,0.0,0.0,0.0
2025-02-11 12:17:50,5,37.862934,-122.31305,353.0,1019.67,32.34,20.21
2025-02-11 12:17:52,0,0.0,0.0,44.0,0.0,0.0,0.0
2025-02-11 12:17:53,5,37.862934,-122.31306,355.0,1019.68,32.75,20.26
2025-02-11 12:17:55,0,0.0,0.0,52.0,0.0,0.0,0.0
2025-02-11 12:17:56,5,37.862938,-122.31306,349.0,1019.69,32.74,20.28
2025-02-11 12:17:58,0,0.0,0.0,52.0,0.0,0.0,0.0
2025-02-11 12:17:59,5,37.862946,-122.31306,348.0,1019.67,32.38,20.28
2025-02-11 12:18:01,0,0.0,0.0,39.0,0.0,0.0,0.0
2025-02-11 12:18:02,5,37.862953,-122.31306,352.0,1019.67,31.81,20.32
2025-02-11 12:18:04,0,0.0,0.0,44.0,0.0,0.0,0.0
2025-02-11 12:18:06,5,37.862957,-122.31307,358.0,1019.68,31.91,20.35
2025-02-11 12:18:07,0,0.0,0.0,43.0,0.0,0.0,0.0
2025-02-11 12:18:09,5,37.862961,-122.31307,4.0,1019.67,32.33,20.34
2025-02-11 12:18:10,0,0.0,0.0,42.0,0.0,0.0,0.0
2025-02-11 12:18:12,5,37.862965,-122.31308,6.0,1019.65,32.89,20.38
2025-02-11 12:18:13,0,0.0,0.0,50.0,0.0,0.0,0.0
2025-02-11 12:18:15,5,37.862968,-122.31308,9.0,1019.64,33.17,20.36
2025-02-11 12:18:16,0,0.0,0.0,34.0,0.0,0.0,0.0
2025-02-11 12:18:18,5,37.862976,-122.31308,11.0,1019.64,32.46,20.37
2025-02-11 12:18:19,0,0.0,0.0,34.0,0.0,0.0,0.0
2025-02-11 12:18:21,5,37.86298,-122.31309,15.0,1019.64,31.32,20.4
2025-02-11 12:18:22,0,0.0,0.0,33.0,0.0,0.0,0.0
2025-02-11 12:18:24,5,37.86298,-122.31309,18.0,1019.67,31.13,20.35
2025-02-11 12:18:25,0,0.0,0.0,39.0,0.0,0.0,0.0
2025-02-11 12:18:27,5,37.862988,-122.31309,19.0,1019.67,30.89,20.4
2025-02-11 12:18:28,0,0.0,0.0,45.0,0.0,0.0,0.0
2025-02-11 12:18:30,5,37.862991,-122.31309,24.0,1019.65,31.65,20.41
2025-02-11 12:18:31,0,0.0,0.0,40.0,0.0,0.0,0.0
2025-02-11 12:18:36,5,37.862991,-122.31309,36.0,1019.66,31.68,20.37
2025-02-11 12:18:37,0,0.0,0.0,34.0,0.0,0.0,0.0
2025-02-11 12:18:39,5,37.863003,-122.3131,45.0,1019.65,30.87,20.42
2025-02-11 12:18:40,0,0.0,0.0,46.0,0.0,0.0,0.0
2025-02-11 12:18:42,5,37.86301,-122.3131,36.0,1019.62,31.24,20.36
2025-02-11 12:18:43,0,0.0,0.0,37.0,0.0,0.0,0.0
2025-02-11 12:18:45,5,37.863014,-122.3131,21.0,1019.64,31.89,20.32
2025-02-11 12:18:46,0,0.0,0.0,20.0,0.0,0.0,0.0
2025-02-11 12:18:48,5,37.86301,-122.3131,18.0,1019.69,32.58,20.33
2025-02-11 12:18:49,0,0.0,0.0,40.0,0.0,0.0,0.0
2025-02-11 12:18:51,5,37.86301,-122.31309,39.0,1019.64,32.35,20.37
2025-02-11 12:18:52,0,0.0,0.0,43.0,0.0,0.0,0.0
2025-02-11 12:18:54,5,37.863007,-122.31309,52.0,1019.63,31.87,20.32
2025-02-11 12:18:55,0,0.0,0.0,29.0,0.0,0.0,0.0
2025-02-11 12:18:58,5,37.863014,-122.31309,42.0,1019.66,31.93,20.26
2025-02-11 12:18:58,0,0.0,0.0,23.0,0.0,0.0,0.0
2025-02-11 12:19:01,5,37.863018,-122.31309,30.0,1019.67,32.26,20.25
2025-02-11 12:19:01,0,0.0,0.0,32.0,0.0,0.0,0.0
2025-02-11 12:19:04,5,37.863018,-122.31309,44.0,1019.64,33.41,20.07
2025-02-11 12:19:04,0,0.0,0.0,29.0,0.0,0.0,0.0
2025-02-11 12:19:07,5,37.863026,-122.31309,49.0,1019.67,32.61,19.9
2025-02-11 12:19:07,0,0.0,0.0,39.0,0.0,0.0,0.0
2025-02-11 12:19:10,5,37.863026,-122.3131,58.0,1019.66,32.72,19.74
2025-02-11 12:19:10,0,0.0,0.0,43.0,0.0,0.0,0.0
2025-02-11 12:19:13,5,37.863026,-122.31309,46.0,1019.68,33.26,19.64
2025-02-11 12:19:13,0,0.0,0.0,41.0,0.0,0.0,0.0
2025-02-11 12:19:16,5,37.863029,-122.31309,62.0,1019.65,32.81,19.5
2025-02-11 12:19:16,0,0.0,0.0,34.0,0.0,0.0,0.0
2025-02-11 12:19:19,5,37.863029,-122.31308,43.0,1019.67,33.5,19.46
2025-02-11 12:19:19,0,0.0,0.0,31.0,0.0,0.0,0.0
2025-02-11 12:19:22,5,37.863026,-122.31308,34.0,1019.65,34.29,19.28
2025-02-11 12:19:22,0,0.0,0.0,31.0,0.0,0.0,0.0
2025-02-11 12:19:25,5,37.863029,-122.31308,35.0,1019.61,34.58,19.29
2025-02-11 12:19:25,0,0.0,0.0,39.0,0.0,0.0,0.0
2025-02-11 12:19:28,5,37.863029,-122.31309,44.0,1019.62,34.25,19.32
2025-02-11 12:19:29,0,0.0,0.0,50.0,0.0,0.0,0.0
2025-02-11 12:19:31,5,37.863037,-122.3131,30.0,1019.6,33.54,19.35
2025-02-11 12:19:32,0,0.0,0.0,34.0,0.0,0.0,0.0
2025-02-11 12:19:34,5,37.863029,-122.31309,38.0,1019.66,33.54,19.39
2025-02-11 12:19:35,0,0.0,0.0,42.0,0.0,0.0,0.0
2025-02-11 12:19:37,5,37.863022,-122.31308,21.0,1019.63,33.26,19.29
2025-02-11 12:19:38,0,0.0,0.0,33.0,0.0,0.0,0.0
2025-02-11 12:19:40,5,37.863018,-122.31307,39.0,1019.66,33.37,19.22
2025-02-11 12:19:41,0,0.0,0.0,40.0,0.0,0.0,0.0
2025-02-11 12:19:43,5,37.86301,-122.31307,32.0,1019.62,33.88,19.05
2025-02-11 12:19:44,0,0.0,0.0,31.0,0.0,0.0,0.0
2025-02-11 12:19:46,5,37.862991,-122.31308,9.0,1019.62,34.32,19.04
2025-02-11 12:19:47,0,0.0,0.0,34.0,0.0,0.0,0.0
2025-02-11 12:19:50,5,37.862988,-122.31309,19.0,1019.6,34.21,18.84
2025-02-11 12:19:50,0,0.0,0.0,38.0,0.0,0.0,0.0
2025-02-11 12:19:53,5,37.862988,-122.31309,33.0,1019.62,34.14,18.76
